"yine";"spanish";"source"
"Wane rixa gapokletanu wa kmukochireru wa Satanasyo gixa kamrurewletyawaka. Psolu giyakleyako gixashatachri, ga wa gixashatachri getkalurkakaya, ga wa gixashatachri koglajrukakaya rumapokanu.";"Inicuo cuya venida está marcada por la obra de Satanás, con todo poder, señales y falsas maravillas,";"bible"
"Ga wa psoluko mpoyagkaknuchi yokwireya rumapokanu kmukochireru wa gamgachine ma mushinikyapluna galikakpotunanu tokanchi, ma mognetkakikotpatkana.";"Y con todo engaño de maldad entre aquellos cuyo destino es la destrucción; porque no quisieron aceptar y amar la verdad por el cual podrían tener la salvación.";"bible"
"Giyagni Goyakalu yokanyegitna tsru gixachri yokwiri, ralixyapluna weychi,";"Y por esta causa, Dios los entregará al poder del engaño y pondrán su fe en lo que es falso:";"bible"
"wa ruklukanuwnayegjixikolupna pejnuruneko wa galikakpotunanu tokanchi malixkane, seyni mpoyagkaknuchi gigleretachine.";"Para que todos sean juzgados, los que no tuvieron fe en lo que es verdad, sino que se complacieron en el mal.";"bible"
"Seyni wixa gimkata poyagnutlegognenatlu Goyakalu psolgogneko gixa chinanu, wumolene. Gixa Gitsrukaachi gishinikanungi. Gi rixanu yinuwakyawakaya Goyakalu tsomitgi gognetkaakalunepgi, kpashirine gixkalunepgi Giwekikaluruya, ga wa galixyaplu galikakpotunanu tokanchi.";"Pero es correcto que alabemos a Dios en todo momento por ustedes, hermanos, amados por el Señor, porque fue el propósito de Dios desde el principio que pudieran tener la salvación, ser hechos santos por el Espíritu y por la fe. en lo que es verdad:";"bible"
"Tye chinanu koxa tomgakalungi Kiglerpotunanu Tokanchi wunkakletanruya, waneya nchininripa Wutsrukate Geso Kristo pogirewle.";"Y con este propósito les dio parte a través de las buenas nuevas de las cuales nosotros fuimos los predicadores, incluso para que pudieran tener parte en la gloria de nuestro Señor Jesucristo.";"bible"
"Giyagni wa xani, nomolene, poyentunwalepgi. Ga wa gimretanru giykolkaka ginkakikolu, waka tokanchiya waka wkirukateya.";"Entonces, hermanos, esfuércense en su propósito, y guarda la enseñanza que les ha sido dada por palabra o por carta de nosotros.";"bible"
"Waleko Wutsrukate Geso Kristo ga wa Goyakalu Wuru wa wushinikjeru, ga wa gimnanuklu gike rixiniko mnikawnakatu wenekjeru, ga wa kigle kagwaklu wenekjeru rumutlewleya,";"Ahora nuestro Señor Jesucristo mismo, y Dios nuestro Padre que nos amó y nos dio consuelo eterno y buena esperanza por medio de la gracia,";"bible"
"Waleko gimnanukgajitangi ga wa Waleko poyentunwalkakangi pejnuruko kigleru kamrurchiya ga wa kigleru tokanchiya.";"Les de consuelo en sus corazones y confirme en toda buena obra y palabra.";"bible"
"Wanepnute, nomolene, gagjigogneyegitanwu wa Gitsrukaachi tokanu teyakawamtinripa, ga wa rumalwutikolupa gixa yegi pixka.";"Por lo demás, hermanos míos, oren por nosotros para que la palabra del Señor avance con mayor gloria;";"bible"
"Ga wa wkoshpakikolupa gimtuklewatachine ga wa muglene yineyegiya. Gi rixanu gi wa pejnuruneko kalixaklerunni.";"Y para que seamos liberados de los hombres necios y malvados; porque no todos tienen fe.";"bible"
"Seyni poyagkakachrini Gitsrukaachi; Wale muchkotanshinikanutangi, ga wa girukotingi mugletuya.";"Pero el Señor es verdadero, quien les dará fortaleza y los mantendrá a salvo del mal.";"bible"
"Gixa chinanu waponshinikanutlu Gitsrukaachi, wa gixa kamrutyalu wtowutyagi, ga wa gkamrutanru.";"Y tenemos fe en el Señor acerca de ustedes, que están haciendo y harán las cosas que les hemos mandado.";"bible"
"Ga wa Gitsrukaachi potukatgajitangi Goyakalu gishiniklewle waneyapgi, ga wa Kristo kashnantakgognewle waneyapgi.";"Y que sus corazones sean guiados por el Señor para que comprendan que profundo es el amor de Dios por ustedes y a la paciencia de Cristo.";"bible"
"Giyagni wtowutgi, wumolene, Gitsrukaachi Geso Kristo giwakaya, gitspalatinri girukokta galixachri mkamrurewatkatu ga wa wuykole pixka mixkatu wa wixaya giykotikolu.";"Ahora les damos órdenes, hermanos, en el nombre de nuestro Señor Jesucristo, para mantenernos alejados de todos aquellos cuyo comportamiento no está bien ordenado y en armonía con la enseñanza que recibieron de nosotros.";"bible"
"Gi rixanu gixako gimatlu gi gixpoko gimkata yimletanwu, gi rixanu gixa yegi gi wa pnu wixya.";"Ustedes mismos están acostumbrados a tomarnos como ejemplo, porque nuestra vida entre ustedes fue gobernada por orden,";"bible"
"Gi satuna yegi wnikashatyalu niikaluru. Seyni wyaprewleyma ga wa tsru kamrurchiya, goyechno gogi wkamrurewata gi satuna gixa wma kojwakinitipa.";"Y no tomamos comida de ningún hombre por nada, sino que trabajamos duro noche y día para no ser una carga a ninguno de ustedes:";"bible"
"Gi wma mutakikotumka chinanni, seyni, wenekyapgi gi gixpoko yimletyawakapwu.";"No porque no tengamos el derecho, sino para convertirnos en un ejemplo para que ustedes puedan hacer lo mismo.";"bible"
"Gi rixanu gixa yegi gawanatiniwa, wa tye wtowutyagi, wa satu maluka kamrurewletkatu gi koxa nikanu.";"Porque aun cuando estábamos con ustedes, les dimos órdenes, diciendo: Si alguno no quisiera trabajar, que tampoco coma.";"bible"
"Gi rixanu wyijnakpiranyegitgi wa pimrine pnu gixjeta wa gixyegiya. Gi kamrurewatna, seyni gixasha kamrurewletachinni.";"Porque ha llegado a nuestros oídos que hay algunos entre ustedes cuyo comportamiento es descontrolado, que no trabajan en absoluto, pero están demasiado interesados en los asuntos de los demás.";"bible"
"Ga wa wane gixachine wtowuta ga wa wagjitna Gitsrukaachi Geso Kristoya wa pochkeruneko kamrurewatanna. Wane rixa nikletanruna nikanrupna.";"Ahora, a los tales, damos órdenes y exhortamos pedimos en el Señor Jesús que, trabajen tranquilamente , y para ganarse la vida.";"bible"
"Ga wa gixa, wumolengi, gi gamanutanu kigleru gkamrutinri.";"Y ustedes, mis hermanos, no se cansen de hacer el bien.";"bible"
"Ga wa satu ma yijnakotkanru wtokanu wkirukateya, gimatyegkakanru wale. Gi wa gipxaletanru patewatinripa.";"Y si alguno no presta atención a lo que hemos dicho en esta carta, toma nota de ese hombre, y aléjate de él, para que se avergüence.";"bible"
"Gi wa gkamnixjeru pixka gixa getletanru, seyni gimole pixka gixa giykoletanru.";"No lo tengan por enemigo, pero corríjanlo como hermano.";"bible"
"Giglewanshinikanrewlu Gitsrukateko genekangi giglewanshinikanrewle waneygognenanupgi pejnurpotunanuyako. Pejnurunekgi gixaymaplu Gitsrukaachi.";"Ahora el Señor de la paz mismo te dará paz en todo tiempo y en todo sentido. Que el Señor esté con todos ustedes.";"bible"
"Nomyoya nyonyegityagi: Nalukgi. Pawlono. Tyenwa numaxikle pejnuroko nkirukatkaka. Wane nixa yonretlu.";"Estas palabras de amor para ustedes al final están en mi puño y letra , así firmo todas mis cartas , y esta es la marca de cada carta mía.";"bible"
"Gimutkalunepgi pejnurunekgi Wutsrukate Geso Kristoya.";"La gracia de nuestro Señor Jesucristo sea con todos ustedes.";"bible"
"Tyenwa Pawlo kirukate. Walenwa Kristo Geso yokanatanru, wa Wognetkakjeru Goyakalu china towutyawaka, ga wa Kristo Geso china towutyawaka. Kristo chinanu waneywu wkagwakle.";"Pablo, un apóstol de Jesucristo, por el orden de Dios nuestro Salvador y él Señor Cristo Jesús nuestra esperanza;";"bible"
"Timotiyo chinanupni, noturpotunanni galixluya. Gimutkalurupyi ga wa getwamonutkalurupyi, ga wa giglewanshinikankaakalurupyi Goyakalu Girchiya ga wa Wutsrukate Kristo Gesoya. Rujretna pnumnu gixachri ginkaklewluya";"A Timoteo, mi verdadero hijo en la fe: Gracia, misericordia, paz, de Dios nuestro Padre y Cristo Jesús, nuestro Señor.";"bible"
"Wane nixa gagjiretyawakyi Gigwiso putukinripa wa Masetoni nyinpatka gita, ptowutyapna pimrine gi wa pnuko china ginkaklewletinripna.";"Cuando me fui a Macedonia, deseaba que te quedaras en Efeso, para que dieras órdenes a ciertos hombres de no presentar una enseñanza diferente,";"bible"
"Ga wa ma koschekyanupluna ginkaklushkaka ga wa mnikawnakatu gitsrukaachinni giwaakakapirana. Tye chinankaka waneplu gepomsalkaka. Gi rupxaklu Goyakalu kamrure galikakpotutanu tokanchiya.";"O prestar atención a historias y largas listas de generaciones, que hace que surjan cuestionamientos y dudas, y no ayudan a aceptar con fe él plan de Dios;";"bible"
"Ga ga tye chinanupni Goyakalu yokanrekaka: wa powrawlu gaschiya wushiniikakanripa ga wa muklukanuwnanshinikanutkanepwu, ga wa kalixaklerune mixashatkanepwu.";"Pero el objetivo final de la orden es el amor que viene de un corazón limpio, y el conocimiento de lo que es correcto, y la verdadera fe:";"bible"
"Pimrine pupjetachinni pnu yiyluna tyekaka. Gike gapri migje yanumsayegitachinni.";"Por lo cual algunos han sido desviados, entregándose a la necedad;";"bible"
"Tokanchi Yokanatkaluru yimaklewatachine raluka gixletnawana. Gi wannako gimata jemlu wa chinanruna. Gi wa muchkowtokanyegitanrukna rumata jemna wanna.";"Deseando ser maestros de la ley, aunque no tienen ningún conocimiento de lo que dicen o de las declaraciones que hacen con tanta certeza.";"bible"
"Wumatlu wa Tokanchi Yokanatkaluru kiglerni, wa satu koschekiniplu Tokanchi Yokanatkaluru chinyawakpotuko.";"Somos conscientes de que la ley es buena, si un hombre hace un uso correcto de ella,";"bible"
"Tye wumatini, wa poyagkakachri chinanu gi wa rutaaka wa Tokanchi Yokanatkaluru, seyni mpoyagkaakane chinanu, ga wa kaalirerune chinanu, ga wa mupashiregolune ga wa kmukochirerune chinanu, ga wa muglene ga wa gimuterune chinanu, ga wa kgiylagiruklerune ga wa kgiylaginroklerune chinanu, ga wa yineru kgiylaklerune chinanu.";"Con el conocimiento de que la ley está hecha, no para el hombre recto, sino para aquellos que no respetan la ley y el orden, para los rebeldes y desobedientes, para los impíos y los que no tienen religión, para los que dan muerte a sus padres o madres, para los homicidas,";"bible"
"Ga wa kapoklewaklerune chinanni, ga wa rixje jejine gapokletachine chinanu, ga wa yineru kgishanpiklerune chinanu, ga wa kayloklerune chinanu, ga wa Goyakalu kawchinanu chinachine yokwireyna, ga wa satu wanepnute rixinri kigleru ginkaklewlu kamnixinri wane gixachine chinanu.";"Para los fornicarios, para los homosexuales, para los que toman hombres prisioneros, que hacen declaraciones falsas y falsos juramentos, y los que hacen cualquier otra cosa en contra de la enseñanza correcta,";"bible"
"Wane chinyawaka Kiglerpotunanu Tokanchi gimalwutkaluru Goyakalu goyaknupirana. Tye tokanchi numaponshinikanutika gita. Kmukochirerune pnuterutu.";"De acuerdo al glorioso evangelio del Dios bendito, que se entregó a mi cuidado.";"bible"
"Npoyagnutlu nmuchkotanshinikanutjeru Wutsrukate Kristo Geso. Gi rixanu poyagkakachri rutakyagokyano. Rutakno kamrure yegi.";"Alabaré al que me dio el poder, Cristo Jesús nuestro Señor, porque me considero fiel, haciéndome su siervo en el ministerio,";"bible"
"Muchinanu mupashiregolutno nixanatini, ga wa kojwakaklerunanno, ga wa kgektutetaklerunanno. Seyni netwamonutka gi rixanu mumatkatunanno wane nixa nma malixlenuya.";"Aunque dije palabras violentas contra Dios e hice actos crueles, causando grandes problemas; pero Dios tuvo misericordia de mí, porque lo hice en ignorancia, sin tener fe;";"bible"
"Ga wa Wutsrukate gimutlewle tseruwnapotuta galixlewluyma, ga wa gishiniklewluyma Kristo Gesoya.";"Y la gracia de nuestro Señor fue muy grande, con fe y amor que es en Cristo Jesús.";"bible"
"Tyenwa potukalu tokanchi ga wa rumuknu psoluyako yoptotikolupa, wa tyechijne runapa Kristo Geso rognetkakyapna kmukochirerune. Wannaya pnuterutno gita.";"Palabra fiel, en la cual todos pueden poner su fe, que Cristo Jesús vino al mundo para dar salvación a los pecadores, de los cuales yo soy el peor, él primero:";"bible"
"Seyni tye chinanuko netwamonutka, wa pnuterutu nixanatini, gitaya Geso Kristo gekakgityaplu mmagatikatu mapognanre, yimanru nixinripa Wale galixachinepa, ruwekinripna gike rixiniko mnikawnakatupa.";"Pero por esta razón se me dio misericordia, para que en mí, el primero de los pecadores, Jesucristo podría mostrar toda su misericordia, como un ejemplo para aquellos que en el futuro tendrán fe en él para la vida eterna.";"bible"
"Wa pogirchigognenanu gike rixiniko mnikawnakatu, mupnakatu, metkotu, satupjerutu Goyakalu kagwakpirgognenatkalurupni ga wa gimalwugognenatkalurupni psolgognepotunanukopa. Wane gixkalurupa.";"Ahora al Rey eterno, inmortal, invisible, el único Dios, sea honor y gloria por los siglos de los siglos. Que así sea.";"bible"
"Tye yokanru nutakyi, noturu Timotiyo, wa tokanchi geneklewatachri muchinanu wane chinpiranyegityawakyi, tye chinanu kigle yagotle pixa yagotletanu.";"Te doy esta orden, Timoteo, hijo mío, en armonía con las palabras de los profetas acerca de ti, para que por ellas puedas ser fuerte, peleando la buena batalla,";"bible"
"Kalixaklergognenanupyi. Muklukanuwnanshinikanutkatgognenanupyi. Pimrine gituka muklukanuwnane gixleta, ga wa rujrukpotutna ralixleyna.";"Manteniendo la fe y buena conciencia ; pero algunos, al no hacer estas cosas, han dejado la fe:";"bible"
"Wannanwa Gimenyo ga wa Galegantro. Satanasyo yegi nsamyokna rumatkakikolupna wa mupashiregolune ma mixinitipna.";"Tales son Himeneo y Alejandro, a quienes he entregado a Satanás, para que no puedan decir más palabras malvadas contra Dios.";"bible"
"Giyagni muchinanu potu gapka nagjirewata, wa gagjigogneyegletwatanu ga wa mpoyagnutlewatanu pejnuruneko yine chinanu;";"Mi deseo es, antes que nada, que hagan peticiones, oraciones, intercesiones acción de gracias por la humanidad ;";"bible"
"pogirchine chinanu, ga wa pejnuruneko tsrukakalune chinanu, kigle gimwashkaklepwu ga wa pochke gawashatanu, psoluyako kgipashiregolunepwu ga wa kiglepiranyegirunepwu.";"Para los reyes y todos aquellos en autoridad; para que podamos tener una vida tranquila y calmada llena de reverencia a Dios y comportamiento serio.";"bible"
"Tyenwa kigleru ga wa gigleretkaluru Wognetkakjeru Goyakalu getanu.";"Esto es bueno y agradable a los ojos de Dios nuestro Salvador;";"bible"
"Wale galukyawaka wa pejnuruneko yine gognetkaakalunepni, ga wa pejnuruneko gimtapyaplu galikakpotunanu tokanchi.";"Cuyo deseo es que todos los hombres puedan tener la salvación y llegar al conocimiento de lo que es verdadero.";"bible"
"Gi rixanu waneru satupje Goyakalu, ga wa satupje kgiglepokyeglewakleru Goyakalu ga wa yine ganikajite gwachri. Walenwa yineru Geso Kristo.";"Porque hay un Dios y un mediador entre Dios y los hombres, el hombre Cristo Jesús,";"bible"
"Walenanuko geneknachriwa pejnuruneko koshpakikolu wenru chinanupa, rupgujtatikolupa gipapkopotuko.";"Que se entregó a sí mismo como ofrenda por todos; testimonio de lo cual debía ser dado en el momento correcto;";"bible"
"Wale chinanukni nutaaka, ginkaklewatachripno ga wa yokanatkalurupno. Galikaka potu nchina. Gi nayloklewata. Payine yimakachrino galixlewluya ga wa galikakpotunanu tokanchiya.";"Y de esto me hice predicador y apóstol (lo que digo es verdad en Cristo, no miento) y un maestro de los gentiles en la fe verdadera.";"bible"
"Giyagni naluklu wa jejine psolusretako ragjigognetinripna, kpashirinemyo yotukamyotachinepa. Mjigekanunepa ga wa mnutanshinikanutkanepa.";"Es mi deseo, entonces, que en todo lugar los hombres se entreguen a sí mismos a la oración, levantando manos santas, sin ira ni discusión.";"bible"
"Waneko pixka rixanna suxone. Gi wa gektu getkomkalunepni, gimata patewtachronepni, kshinikanuronepni makatinwana. Gi wa kamapjiwutsluyma rugletinwana, gi wa koriymako, gi wa katajirojiymako, gi wa kwenuru mkachriymako,";"Y que las mujeres pueden estar vestidas con ropa sencilla, con pudor y modestia ; no con cabello trenzado y oro o joyas o túnicas de gran precio;";"bible"
"seyni kigleru kamrurchiyma rugletinwana, kyonogyegiklerone gipgujtatnachronewa kgimuka.";"Pero vestido de buenas obras, como es correcto para las mujeres que viven en el temor de Dios.";"bible"
"Pochkeplo tyijnakpotutanu suxo. Psoluyako yijnakotachropni.";"Permita que una mujer silenciosamente tome el lugar de un alumno y esté bajo autoridad.";"bible"
"Gi wa nuchichlo suxo tunkaklewatinripa, gi tsro tutakinwa wa gnurchi pnute. Seyni pochkeplo.";"En mi opinión, es correcto que una mujer no sea maestra, o que gobierne a un hombre, sino que esté callada.";"bible"
"Gi rixanu Gata muchinanu kamrutkalurni. Wanepnute Gewa.";"Porque Adán fue formado primero, luego Eva;";"bible"
"Ga wa Gata gi wa yokwitkalurni, seyni wa suxo yokwitkalurni pnu tixatka.";"Y Adán no fue engañado, sino que la mujer, siendo engañada, cayó en pecado.";"bible"
"Ga wa suxo tushpakawgenetini tognetkaako, wa tomkagi galixletini ga wa tomkaa gishiniklewletini, ga wa kpashiro tixini, kanshinikanuro.";"Pero si continúa con fe y amor y santidad, con modestia ella se salvará engendrando hijos.";"bible"
"Tyenwa potukalu tokanchi. Girukokta galuka gapkatletlu girukotlewatachri gitakikolu, kigleru kamrurchi raluka.";"Este es un verdadero dicho: Un hombre que desea la posición de un Obispo desea un buen trabajo.";"bible"
"Giyagni wa girukotlewatachri gimkata muklukanuwnakatu gixleta, satopje suxo gnurupni, wa mumetkatupni, kshinikanurupni, ksuslagaklerupni, gimata yimaklewatachripni.";"El Obispo, entonces, debe ser un hombre de buen nombre, esposo de una sola esposa, sobrios, llevar una vida seria y respetuosa, abriendo su casa libremente a los invitados, un maestro preparado;";"bible"
"Gi wa kgejnugimaklerupni. Gi wa kjigekanurupni, seyni mayogotupni, myagotkakakletupni. Gi wa sroschi gerupni.";"No debe ser borrachos ni dado a la ira o los golpes, pero gentil, ningún amante del dinero;";"bible"
